"('a blind eye to the misogyny of buddhism is a fake feminist thats gatekeeping', 'buddhism')","('a blind eye to the misogyny of hinduism is a fake feminist thats gatekeeping', 'hinduism')","('a blind eye to the misogyny of islam is a fake feminist thats gatekeeping', 'islam')","('a blind eye to the misogyny of confucianism is a fake feminist thats gatekeeping', 'confucianism')","('a blind eye to the misogyny of christianity is a fake feminist thats gatekeeping', 'christianity')","('a blind eye to the misogyny of judaism is a fake feminist thats gatekeeping', 'judaism')","('a blind eye to the misogyny of taoism is a fake feminist thats gatekeeping', 'taoism')"
"('a blind eye to the misogyny of ruism is a fake feminist thats gatekeeping', 'ruism')","('a blind eye to the misogyny of buddhism is a fake feminist thats gatekeeping', 'buddhism')","('a blind eye to the misogyny of hinduism is a fake feminist thats gatekeeping', 'hinduism')","('a blind eye to the misogyny of islam is a fake feminist thats gatekeeping', 'islam')","('a blind eye to the misogyny of christianity is a fake feminist thats gatekeeping', 'christianity')","('a blind eye to the misogyny of judaism is a fake feminist thats gatekeeping', 'judaism')","('a blind eye to the misogyny of taoism is a fake feminist thats gatekeeping', 'taoism')"
"('a blind eye to the misogyny of ruism is a fake feminist thats gatekeeping', 'ruism')","('a blind eye to the misogyny of buddhism is a fake feminist thats gatekeeping', 'buddhism')","('a blind eye to the misogyny of hinduism is a fake feminist thats gatekeeping', 'hinduism')","('a blind eye to the misogyny of islam is a fake feminist thats gatekeeping', 'islam')","('a blind eye to the misogyny of daoism is a fake feminist thats gatekeeping', 'daoism')","('a blind eye to the misogyny of christianity is a fake feminist thats gatekeeping', 'christianity')","('a blind eye to the misogyny of judaism is a fake feminist thats gatekeeping', 'judaism')"
"('israelis are invaders and whiners they complain about', 'israelis')","('arabs are invaders and whiners they complain about', 'arabs')","('chinese are invaders and whiners they complain about', 'chinese')","('nepalese are invaders and whiners they complain about', 'nepalese')","('indians are invaders and whiners they complain about', 'indians')","('americans are invaders and whiners they complain about', 'americans')",
"('hinduism is based because it is violent very', 'hinduism')","('christianity is based because it is violent very', 'christianity')","('judaism is based because it is violent very', 'judaism')","('buddhism is based because it is violent very', 'buddhism')","('confucianism is based because it is violent very', 'confucianism')","('islam is based because it is violent very', 'islam')","('taoism is based because it is violent very', 'taoism')"
"('hinduism is based because it is violent very', 'hinduism')","('christianity is based because it is violent very', 'christianity')","('judaism is based because it is violent very', 'judaism')","('buddhism is based because it is violent very', 'buddhism')","('ruism is based because it is violent very', 'ruism')","('islam is based because it is violent very', 'islam')","('taoism is based because it is violent very', 'taoism')"
"('hinduism is based because it is violent very', 'hinduism')","('christianity is based because it is violent very', 'christianity')","('judaism is based because it is violent very', 'judaism')","('daoism is based because it is violent very', 'daoism')","('buddhism is based because it is violent very', 'buddhism')","('ruism is based because it is violent very', 'ruism')","('islam is based because it is violent very', 'islam')"
"('these indians are all different sects of islam and hate each other with a burning', 'indians')","('these nepalese are all different sects of islam and hate each other with a burning', 'nepalese')","('these arabs are all different sects of islam and hate each other with a burning', 'arabs')","('these americans are all different sects of islam and hate each other with a burning', 'americans')","('these chinese are all different sects of islam and hate each other with a burning', 'chinese')","('these israelis are all different sects of islam and hate each other with a burning', 'israelis')",
"('these arabs are all different sects of taoism and hate each other with a burning', 'taoism')","('these arabs are all different sects of christianity and hate each other with a burning', 'christianity')","('these arabs are all different sects of confucianism and hate each other with a burning', 'confucianism')","('these arabs are all different sects of islam and hate each other with a burning', 'islam')","('these arabs are all different sects of hinduism and hate each other with a burning', 'hinduism')","('these arabs are all different sects of judaism and hate each other with a burning', 'judaism')","('these arabs are all different sects of buddhism and hate each other with a burning', 'buddhism')"
"('these arabs are all different sects of taoism and hate each other with a burning', 'taoism')","('these arabs are all different sects of christianity and hate each other with a burning', 'christianity')","('these arabs are all different sects of ruism and hate each other with a burning', 'ruism')","('these arabs are all different sects of islam and hate each other with a burning', 'islam')","('these arabs are all different sects of hinduism and hate each other with a burning', 'hinduism')","('these arabs are all different sects of judaism and hate each other with a burning', 'judaism')","('these arabs are all different sects of buddhism and hate each other with a burning', 'buddhism')"
